window_number,query_registered_at,first_data_received_at,expected_window_close,last_chunk_received_at,interval_trigger_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,interval_wait_ms,computation_ms,result_value
16,1766065955257,1766065985718,1766066975257,1766067472852,1766067472852,1766067472863,497606,467145,0,11,113.58333333333333
15,1766066122567,1766066135551,1766067082567,1766067474346,1766067474346,1766067474351,391784,378800,0,5,113.34782608695652
8,1766066842813,1766066844329,1766067382813,1766067474346,1766067474346,1766067474356,91543,90027,0,10,113.34782608695652
19,1766065799669,1766065831338,1766066999669,1766067511119,1766067511119,1766067511127,511458,479789,0,8,54.59783129270096
2,1766067398569,1766067400021,1766067578569,1766067519958,1766067519958,1766067519972,-58597,-60049,0,14,-11.863031354007871
27,1766064799124,1766064815625,1766066479124,1766067520217,1766067520217,1766067520230,1041106,1024605,0,13,-12.378262987458777
34,1766064244241,1766064275754,1766066344241,1766067520217,1766067520217,1766067520237,1175996,1144483,0,20,-12.378262987458777
16,1766066122567,1766066135551,1766067142567,1766067515699,1766067562636,1766067562654,420087,407103,46937,18,119.33333333333333
9,1766066842813,1766066844329,1766067442813,1766067515699,1766067562862,1766067562881,120068,118552,47163,19,119.33333333333333
17,1766065955257,1766065985718,1766067035257,1766067515699,1766067575348,1766067575366,540109,509648,59649,18,119.28571428571429
20,1766065799669,1766065831338,1766067059669,1766067511157,1766067599755,1766067599774,540105,508436,88598,19,52.79662814915967
35,1766064244241,1766064275754,1766066404241,1766067520217,1766067604329,1766067604347,1200106,1168593,84112,18,-13.98829652892703
28,1766064799124,1766064815625,1766066539124,1766067520217,1766067619218,1766067619231,1080107,1063606,99001,13,-14.23116168471965
29,1766064799124,1766064815625,1766066599124,1766085334996,1766085334996,1766085335002,18735878,18719377,0,6,-15.561449803571426
36,1766064244241,1766064275754,1766066464241,1766085334996,1766085334996,1766085335004,18870763,18839250,0,8,-15.561449803571426
3,1766067398569,1766067400021,1766067638569,1766085334996,1766085334996,1766085335006,17696437,17694985,0,10,-15.561449803571426
21,1766065799669,1766065831338,1766067119669,1766085335016,1766085335016,1766085335022,18215353,18183684,0,6,11.76638591666667
10,1766066842813,1766066844329,1766067502813,1766085335028,1766085335028,1766085335034,17832221,17830705,0,6,43.5
17,1766066122567,1766066135551,1766067202567,1766085335029,1766085335029,1766085335035,18132468,18119484,0,6,43.5
18,1766065955257,1766065985718,1766067095257,1766085335028,1766085335028,1766085335035,18239778,18209317,0,7,43.5
30,1766064799124,1766064815625,1766066659124,1766085395601,1766085395601,1766085395608,18736484,18719983,0,7,-11.435836422265083
18,1766066122567,1766066135551,1766067262567,1766085395601,1766085395601,1766085395609,18133042,18120058,0,8,76.47368421052632
11,1766066842813,1766066844329,1766067562813,1766085395601,1766085395601,1766085395610,17832797,17831281,0,9,76.47368421052632
37,1766064244241,1766064275754,1766066524241,1766085395602,1766085395602,1766085395610,18871369,18839856,0,8,-11.435836422265083
19,1766065955257,1766065985718,1766067155257,1766085395602,1766085395602,1766085395612,18240355,18209894,0,10,76.47368421052632
4,1766067398569,1766067400021,1766067698569,1766085395601,1766085395601,1766085395613,17697044,17695592,0,12,-11.435836422265083
22,1766065799669,1766065831338,1766067179669,1766085391322,1766085403259,1766085403267,18223598,18191929,11937,8,37.71453834184533
38,1766064244241,1766064275754,1766066584241,1766085455730,1766085455730,1766085455739,18871498,18839985,0,9,-11.17678874132363
12,1766066842813,1766066844329,1766067622813,1766085455731,1766085455731,1766085455740,17832927,17831411,0,9,111.3913043478261
20,1766065955257,1766065985718,1766067215257,1766085455731,1766085455731,1766085455742,18240485,18210024,0,11,111.3913043478261
5,1766067398569,1766067400021,1766067758569,1766085455730,1766085455730,1766085455742,17697173,17695721,0,12,-11.17678874132363
31,1766064799124,1766064815625,1766066719124,1766085455730,1766085455730,1766085455745,18736621,18720120,0,15,-11.17678874132363
19,1766066122567,1766066135551,1766067322567,1766085455731,1766085455731,1766085455746,18133179,18120195,0,15,111.3913043478261
23,1766065799669,1766065831338,1766067239669,1766085481281,1766085481281,1766085481290,18241621,18209952,0,9,56.09530693034081
39,1766064244241,1766064275754,1766066644241,1766085500669,1766085515749,1766085515763,18871522,18840009,15080,14,-12.675324413443809
21,1766065955257,1766065985718,1766067275257,1766085515835,1766085515835,1766085515841,18240584,18210123,0,6,113.47826086956522
13,1766066842813,1766066844329,1766067682813,1766085515835,1766085515835,1766085515842,17833029,17831513,0,7,113.47826086956522
20,1766066122567,1766066135551,1766067382567,1766085515835,1766085515835,1766085515844,18133277,18120293,0,9,113.47826086956522
32,1766064799124,1766064815625,1766066779124,1766085515844,1766085515844,1766085515851,18736727,18720226,0,7,-12.08465142213953
6,1766067398569,1766067400021,1766067818569,1766085515844,1766085515845,1766085515857,17697288,17695836,1,12,-12.08465142213953
24,1766065799669,1766065831338,1766067299669,1766085541404,1766085541404,1766085541412,18241743,18210074,0,8,55.700530331675765
40,1766064244241,1766064275754,1766066704241,1766085575823,1766085575823,1766085575831,18871590,18840077,0,8,-12.370646976679234
33,1766064799124,1766064815625,1766066839124,1766085575824,1766085576346,1766085576362,18737238,18720737,522,16,-12.370646976679234
22,1766065955257,1766065985718,1766067335257,1766085575615,1766085576856,1766085576873,18241616,18211155,1241,17,113.5
21,1766066122567,1766066135551,1766067442567,1766085575615,1766085577041,1766085577067,18134500,18121516,1426,26,113.5
14,1766066842813,1766066844329,1766067742813,1766085575615,1766085577116,1766085577131,17834318,17832802,1501,15,113.5
7,1766067398569,1766067400021,1766067878569,1766085580122,1766085580122,1766085580132,17701563,17700111,0,10,-11.845774833410383
25,1766065799669,1766065831338,1766067359669,1766085631120,1766085631120,1766085631125,18271456,18239787,0,5,54.485300489012815
34,1766064799124,1766064815625,1766066899124,1766085640184,1766085640184,1766085640188,18741064,18724563,0,4,-13.206133397104015
8,1766067398569,1766067400021,1766067938569,1766085640184,1766085640184,1766085640189,17701620,17700168,0,5,-13.206133397104015
41,1766064244241,1766064275754,1766066764241,1766085640184,1766085640184,1766085640189,18875948,18844435,0,5,-13.206133397104015
22,1766066122567,1766066135551,1766067502567,1766085652780,1766085652780,1766085652785,18150218,18137234,0,5,113.72
15,1766066842813,1766066844329,1766067802813,1766085652780,1766085652780,1766085652785,17849972,17848456,0,5,113.72
23,1766065955257,1766065985718,1766067395257,1766085652780,1766085652780,1766085652791,18257534,18227073,0,11,113.72
